Part Name,Quantity
M3x35 BHCS,16
M5x16 BHCS,8
M5x40 SHCS,8
Printed_Hybrid_V2_Z_joint_spacer_NP,4
Printed_V2_Z_belt_clamp,8
Printed_V2_Z_joint_a,2
Printed_V2_Z_joint_b,2
_MGN9H,4
