Part Name,Quantity
M3x10 SHCS,16
M3x16 SHCS,16
M3xD6x6 spacer,16
M5 washer,8
M5x16 BHCS,8
M5x20 BHCS,8
SLM_V2_Z_joint,8
_MGN9H,8
