Part Name,Quantity
M3x10 SHCS,8
M3x16 SHCS,8
M3xD6x6 spacer,8
M5 washer,12
M5x16 BHCS,12
M5x20 BHCS,4
SLM_V2_Z_joint,4
_MGN9H,4
