Part Name,Quantity
Hybrid_V2_Z_joint_a,4
Hybrid_V2_Z_joint_b,4
M3x16 SHCS,16
M3x30 BHCS,32
M3xD5x4 threaded insert,16
M5x40 SHCS,16
M5xD8x25 spacer,16
_MGN9H,8
