Part Name,Quantity
Hybrid_V2_Z_joint_a,2
Hybrid_V2_Z_joint_b,2
M3x16 SHCS,8
M3x35 BHCS,16
M3xD5x4 threaded insert,8
M5x10 BHCS,8
M5x40 SHCS,8
M5xD8x30 spacer,8
Printed_Hybrid_V2_Z_joint_spacer_NP,4
_MGN9H,4
