Part Name,Quantity
2MGT 6mm belt,BOM amount
F695 flanged bearing,20
GT2 20T 6mm pulley,2
KW10 microswitch,2
M2x10 self-tapping screw,4
M3 2020 drop-in T-nut,4
M3 washer,2
M3x12 SHCS,2
M3x16 SHCS,9
M3x20 SHCS,16
M3x30 BHCS,12
M3x40 BHCS,2
M3x6 FHCS,6
M5 2020 drop-in T-nut,27
M5 hex nut,8
M5x10 BHCS,11
M5x16 BHCS,10
M5x30 BHCS,10
M5x40 SHCS,14
NEMA17,2
Shim 1mm,22
